$state_name=Virginia
$city_name=Charlottesville
$lat_deg=38.090
$long_deg=-78.460
$elevation=148
$timezone_offset=-75.0
temperature,humidity,solar_direct,solar_diffuse,pressure,wind_speed
3:29:8:0:0,40.280,95.886,0.000,0.000,1011.000,0.447
3:29:9:0:0,40.100,94.544,0.000,0.000,1011.000,0.447
3:29:10:0:0,40.820,90.018,0.000,0.000,1011.000,0.447
3:29:11:0:0,42.440,83.971,22.483,2.787,1011.000,0.447
3:29:12:0:0,44.780,73.593,18.674,9.848,1011.000,0.447
3:29:13:0:0,47.660,64.154,5.853,17.837,1011.000,0.447
3:29:14:0:0,51.080,58.934,25.734,25.455,1010.000,0.671
3:29:15:0:0,54.860,55.052,60.573,19.695,1009.000,0.671
3:29:16:0:0,58.460,51.485,87.979,10.219,1009.000,0.671
3:29:17:0:0,60.800,49.728,88.444,10.034,1008.000,0.895
3:29:18:0:0,62.060,49.235,87.143,10.034,1007.000,0.895
3:29:19:0:0,62.240,50.639,84.263,9.569,1006.000,0.895
3:29:20:0:0,60.980,54.047,78.782,8.826,1006.000,0.895
3:29:21:0:0,58.100,61.979,68.284,7.711,1006.000,0.895
3:29:22:0:0,52.880,79.640,48.495,5.295,1006.000,0.671
3:29:23:0:0,49.460,88.553,0.000,0.000,1006.000,0.447
3:30:0:0:0,46.580,93.408,0.000,0.000,1007.000,0.447
3:30:1:0:0,44.060,98.635,0.000,0.000,1007.000,0.447
3:30:2:0:0,42.440,99.310,0.000,0.000,1007.000,0.447
3:30:3:0:0,41.720,96.583,0.000,0.000,1007.000,0.447
3:30:4:0:0,41.360,93.914,0.000,0.000,1006.000,0.671
3:30:5:0:0,41.000,92.596,0.000,0.000,1006.000,0.671
3:30:6:0:0,40.460,91.928,0.000,0.000,1005.000,0.671
3:30:7:0:0,40.100,91.916,0.000,0.000,1004.000,0.671
3:30:8:0:0,39.560,92.549,0.000,0.000,1004.000,0.671
3:30:9:0:0,39.200,92.538,0.000,0.000,1004.000,0.671
3:30:10:0:0,39.020,91.228,0.000,0.000,1004.000,0.671
3:30:11:0:0,39.560,87.444,0.000,1.301,1004.000,0.671
3:30:12:0:0,41.000,80.942,0.000,4.088,1004.000,0.671
3:30:13:0:0,43.340,75.571,0.000,5.295,1004.000,0.671
3:30:14:0:0,46.040,69.170,0.557,17.837,1003.000,0.895
3:30:15:0:0,48.740,64.291,1.394,23.226,1003.000,0.895
3:30:16:0:0,51.620,59.427,0.000,9.848,1002.000,0.895
3:30:17:0:0,53.420,57.213,0.186,14.121,1001.000,0.895
3:30:18:0:0,53.600,58.457,0.836,20.253,1000.000,0.895
3:30:19:0:0,52.340,63.403,0.000,12.356,1000.000,0.895
3:30:20:0:0,50.180,71.604,0.465,16.537,1000.000,0.671
3:30:21:0:0,48.020,82.606,0.000,4.552,1000.000,0.671
3:30:22:0:0,45.860,93.388,0.000,5.481,1000.000,0.671
3:30:23:0:0,44.960,92.721,0.000,0.000,1000.000,0.671
3:31:0:0:0,43.700,94.629,0.000,0.000,1000.000,0.447
3:31:1:0:0,43.160,95.275,0.000,0.000,1000.000,0.447
3:31:2:0:0,43.160,94.616,0.000,0.000,999.000,0.447
3:31:3:0:0,42.980,95.934,0.000,0.000,999.000,0.671
3:31:4:0:0,42.620,96.596,0.000,0.000,998.000,0.895
3:31:5:0:0,42.260,95.921,0.000,0.000,997.000,0.895
3:31:6:0:0,42.080,95.918,0.000,0.000,996.000,0.671
3:31:7:0:0,42.080,95.252,0.000,0.000,996.000,0.671
3:31:8:0:0,41.900,95.249,0.000,0.000,996.000,0.671
3:31:9:0:0,41.900,95.249,0.000,0.000,996.000,0.447
3:31:10:0:0,42.440,93.943,0.000,0.000,996.000,0.224
3:31:11:0:0,43.700,92.681,0.000,2.044,996.000,0.224
3:31:12:0:0,45.140,91.455,0.650,9.383,995.000,0.447
3:31:13:0:0,46.400,89.633,0.000,2.137,995.000,0.447
3:31:14:0:0,47.840,86.080,0.000,6.225,994.000,0.671
3:31:15:0:0,48.740,83.227,0.186,14.679,993.000,0.671
3:31:16:0:0,49.460,81.021,0.000,9.383,992.000,0.671
3:31:17:0:0,50.000,79.956,0.000,3.623,992.000,0.671
3:31:18:0:0,50.180,79.971,0.000,4.552,991.000,0.671
3:31:19:0:0,50.180,80.521,0.000,7.432,990.000,0.447
3:31:20:0:0,49.640,83.288,0.000,7.525,990.000,0.447
3:31:21:0:0,48.740,87.318,1.022,13.192,990.000,0.447
3:31:22:0:0,47.120,94.064,0.000,4.181,990.000,0.447
3:31:23:0:0,46.220,95.337,0.000,0.000,990.000,0.224
4:1:0:0:0,54.500,77.644,0.000,0.000,990.000,1.118
4:1:1:0:0,51.260,79.511,0.000,0.000,992.000,0.895
4:1:2:0:0,48.200,82.051,0.000,0.000,993.000,0.895
4:1:3:0:0,45.140,85.328,0.000,0.000,994.000,0.671
4:1:4:0:0,42.440,87.595,0.000,0.000,995.000,0.447
4:1:5:0:0,39.380,92.544,0.000,0.000,996.000,0.447
4:1:6:0:0,36.860,97.198,0.000,0.000,996.000,0.447
4:1:7:0:0,35.240,98.580,0.000,0.000,997.000,0.447
4:1:8:0:0,33.800,100.000,0.000,0.000,997.000,0.671
4:1:9:0:0,32.540,100.000,0.000,0.000,998.000,0.671
4:1:10:0:0,32.720,96.443,0.000,0.000,1000.000,0.671
4:1:11:0:0,37.040,81.812,31.123,2.973,1001.000,0.447
4:1:12:0:0,42.440,63.481,64.475,6.132,1002.000,0.671
4:1:13:0:0,46.400,47.481,78.039,7.711,1003.000,0.671
4:1:14:0:0,50.000,39.389,85.378,8.640,1003.000,0.671
4:1:15:0:0,53.600,34.236,90.116,8.733,1003.000,0.671
4:1:16:0:0,56.480,31.295,91.974,9.104,1002.000,0.671
4:1:17:0:0,58.640,30.275,91.881,9.104,1002.000,0.671
4:1:18:0:0,60.080,30.507,90.116,9.383,1002.000,0.671
4:1:19:0:0,60.440,31.706,87.329,9.012,1002.000,0.671
4:1:20:0:0,60.080,34.290,81.848,8.268,1002.000,0.671
4:1:21:0:0,57.920,41.572,72.464,7.154,1002.000,0.447
4:1:22:0:0,51.980,70.322,53.326,5.110,1003.000,0.895
4:1:23:0:0,48.020,70.378,0.000,0.000,1003.000,1.342
4:2:0:0:0,43.160,78.287,0.000,0.000,1005.000,0.895
4:2:1:0:0,41.180,82.704,0.000,0.000,1005.000,0.671
4:2:2:0:0,39.380,86.813,0.000,0.000,1005.000,0.671
4:2:3:0:0,37.940,90.539,0.000,0.000,1005.000,0.447
4:2:4:0:0,36.860,93.793,0.000,0.000,1005.000,0.447
4:2:5:0:0,35.780,97.184,0.000,0.000,1005.000,0.447
4:2:6:0:0,34.880,100.000,0.000,0.000,1005.000,0.447
4:2:7:0:0,34.160,100.000,0.000,0.000,1005.000,0.447
4:2:8:0:0,34.700,100.000,0.000,0.000,1005.000,0.447
4:2:9:0:0,35.960,100.000,0.000,0.000,1005.000,0.447
4:2:10:0:0,37.760,95.162,0.000,0.000,1006.000,0.671
4:2:11:0:0,41.180,85.691,20.624,3.437,1006.000,0.895
4:2:12:0:0,46.580,74.819,51.468,8.083,1006.000,1.118
4:2:13:0:0,51.980,64.699,33.910,16.815,1006.000,1.566
4:2:14:0:0,56.660,55.699,75.530,11.892,1005.000,1.566
4:2:15:0:0,60.620,50.394,81.848,11.706,1005.000,1.790
4:2:16:0:0,63.860,48.834,82.498,12.728,1004.000,1.790
4:2:17:0:0,65.660,49.443,45.337,30.193,1003.000,1.790
4:2:18:0:0,65.840,52.225,49.517,26.942,1001.000,1.566
4:2:19:0:0,65.300,55.784,39.019,26.756,1000.000,1.566
4:2:20:0:0,64.940,59.199,53.977,15.329,999.000,1.342
4:2:21:0:0,63.500,66.537,46.080,11.334,1000.000,1.342
4:2:22:0:0,61.340,74.211,30.101,7.525,1000.000,1.342
4:2:23:0:0,60.260,78.132,0.000,0.465,1000.000,1.118
4:3:0:0:0,58.280,83.855,0.000,0.000,1000.000,1.118
4:3:1:0:0,57.200,86.600,0.000,0.000,999.000,0.895
4:3:2:0:0,56.300,88.871,0.000,0.000,999.000,0.895
4:3:3:0:0,55.940,90.632,0.000,0.000,998.000,0.895
4:3:4:0:0,56.120,91.238,0.000,0.000,998.000,0.895
4:3:5:0:0,56.660,91.859,0.000,0.000,997.000,0.895
4:3:6:0:0,57.020,94.308,0.000,0.000,997.000,0.895
4:3:7:0:0,57.020,96.173,0.000,0.000,997.000,0.671
4:3:8:0:0,56.660,98.067,0.000,0.000,997.000,0.671
4:3:9:0:0,56.120,98.705,0.000,0.000,997.000,0.671
4:3:10:0:0,56.120,97.424,0.000,0.000,997.000,0.671
4:3:11:0:0,57.200,93.699,0.000,0.929,996.000,0.671
4:3:12:0:0,59.900,89.033,0.000,2.694,996.000,1.118
4:3:13:0:0,63.500,83.643,2.508,17.094,995.000,1.118
4:3:14:0:0,66.560,76.654,2.508,22.947,995.000,1.342
4:3:15:0:0,69.260,71.671,16.444,34.281,994.000,1.342
4:3:16:0:0,71.420,68.754,4.181,33.352,993.000,1.342
4:3:17:0:0,72.500,68.435,4.924,35.117,992.000,1.342
4:3:18:0:0,71.960,71.037,1.301,23.969,991.000,1.342
4:3:19:0:0,71.060,74.644,45.987,23.876,991.000,1.566
4:3:20:0:0,70.520,76.509,2.044,19.974,990.000,1.566
4:3:21:0:0,69.620,78.894,0.000,1.951,990.000,1.342
4:3:22:0:0,68.000,81.828,0.000,1.208,990.000,1.118
4:3:23:0:0,66.920,82.275,0.000,0.279,990.000,0.895
4:4:0:0:0,64.940,84.814,0.000,0.000,990.000,1.118
4:4:1:0:0,64.580,82.644,0.000,0.000,988.000,1.118
4:4:2:0:0,64.220,80.515,0.000,0.000,987.000,1.118
4:4:3:0:0,63.680,79.956,0.000,0.000,987.000,1.118
4:4:4:0:0,62.960,82.534,0.000,0.000,987.000,1.118
4:4:5:0:0,61.160,88.515,0.000,0.000,988.000,1.342
4:4:6:0:0,57.560,94.938,0.000,0.000,990.000,1.342
4:4:7:0:0,52.700,91.724,0.000,0.000,991.000,1.342
4:4:8:0:0,48.920,81.540,0.000,0.000,993.000,1.118
4:4:9:0:0,46.940,81.960,0.000,0.000,994.000,0.895
4:4:10:0:0,46.580,80.802,0.000,0.000,995.000,0.895
4:4:11:0:0,48.200,74.454,14.121,3.345,997.000,1.118
4:4:12:0:0,50.540,65.891,22.390,10.684,998.000,1.566
4:4:13:0:0,52.340,55.860,71.350,9.755,1000.000,1.790
4:4:14:0:0,53.780,48.299,81.011,10.405,1001.000,1.566
4:4:15:0:0,55.040,42.620,86.957,10.498,1001.000,1.566
4:4:16:0:0,56.300,37.866,90.673,10.219,1001.000,1.566
4:4:17:0:0,57.200,34.574,91.881,9.848,1001.000,1.566
4:4:18:0:0,57.380,32.867,90.859,9.662,1002.000,1.566
4:4:19:0:0,56.660,33.237,87.886,9.383,1002.000,1.566
4:4:20:0:0,55.220,35.800,82.962,8.547,1003.000,1.342
4:4:21:0:0,52.880,40.158,74.322,7.246,1003.000,1.118
4:4:22:0:0,48.200,51.767,55.742,5.203,1004.000,0.895
4:4:23:0:0,45.140,63.373,9.290,1.115,1005.000,0.447
4:5:0:0:0,40.100,76.354,0.000,0.000,1006.000,0.447
4:5:1:0:0,38.120,81.304,0.000,0.000,1006.000,0.447
4:5:2:0:0,36.500,84.793,0.000,0.000,1007.000,0.447
4:5:3:0:0,35.060,87.202,0.000,0.000,1007.000,0.447
4:5:4:0:0,34.160,87.791,0.000,0.000,1007.000,0.447
4:5:5:0:0,33.440,88.397,0.000,0.000,1008.000,0.447
4:5:6:0:0,32.720,89.011,0.000,0.000,1008.000,0.447
4:5:7:0:0,32.180,88.985,0.000,0.000,1008.000,0.447
4:5:8:0:0,31.640,88.959,0.000,0.000,1008.000,0.447
4:5:9:0:0,31.280,88.288,0.000,0.000,1008.000,0.447
4:5:10:0:0,32.900,80.899,0.000,0.000,1008.000,0.447
4:5:11:0:0,37.940,69.750,8.733,3.623,1009.000,0.447
4:5:12:0:0,44.420,55.506,29.172,10.126,1009.000,0.671
4:5:13:0:0,50.720,46.447,74.880,9.012,1009.000,0.895
4:5:14:0:0,55.040,36.570,82.219,10.219,1009.000,0.895
4:5:15:0:0,57.920,32.956,86.864,10.591,1008.000,1.118
4:5:16:0:0,59.900,31.387,89.001,10.870,1007.000,1.118
4:5:17:0:0,61.520,30.739,89.001,10.870,1006.000,1.118
4:5:18:0:0,62.240,31.307,87.886,10.684,1005.000,1.118
4:5:19:0:0,62.240,32.699,84.913,10.034,1005.000,1.118
4:5:20:0:0,61.160,36.509,79.897,9.197,1004.000,1.118
4:5:21:0:0,58.280,45.021,69.491,8.175,1005.000,0.895
4:5:22:0:0,53.060,65.739,39.298,5.853,1005.000,0.671
4:5:23:0:0,49.820,73.075,0.000,1.022,1005.000,0.447
4:6:0:0:0,47.840,75.466,0.000,0.000,1005.000,0.447
4:6:1:0:0,46.760,78.594,0.000,0.000,1006.000,0.447
4:6:2:0:0,45.860,81.881,0.000,0.000,1006.000,0.447
4:6:3:0:0,44.960,84.725,0.000,0.000,1006.000,0.447
4:6:4:0:0,43.880,88.283,0.000,0.000,1006.000,0.447
4:6:5:0:0,42.980,90.741,0.000,0.000,1006.000,0.447
4:6:6:0:0,42.080,92.630,0.000,0.000,1006.000,0.447
4:6:7:0:0,41.360,93.914,0.000,0.000,1006.000,0.447
4:6:8:0:0,41.000,94.565,0.000,0.000,1006.000,0.447
4:6:9:0:0,40.820,94.561,0.000,0.000,1006.000,0.447
4:6:10:0:0,42.080,89.442,0.000,0.000,1007.000,0.447
4:6:11:0:0,45.500,81.285,23.504,4.088,1007.000,0.447
4:6:12:0:0,50.720,68.256,52.212,8.547,1007.000,0.671
4:6:13:0:0,57.020,57.320,67.448,10.684,1007.000,0.895
4:6:14:0:0,62.600,47.644,75.066,11.984,1007.000,1.118
4:6:15:0:0,66.020,42.571,78.968,13.006,1007.000,1.118
4:6:16:0:0,68.360,40.367,81.662,13.192,1006.000,1.118
4:6:17:0:0,69.980,39.798,82.033,12.914,1005.000,1.118
4:6:18:0:0,70.880,40.766,32.144,34.281,1004.000,1.118
4:6:19:0:0,71.060,43.363,78.410,11.520,1003.000,1.118
4:6:20:0:0,70.160,48.470,29.172,23.040,1003.000,1.118
4:6:21:0:0,67.820,57.646,52.583,10.219,1003.000,0.895
4:6:22:0:0,63.680,72.510,29.079,6.875,1003.000,0.671
4:6:23:0:0,61.160,78.722,0.000,0.929,1003.000,0.447
4:7:0:0:0,60.260,81.811,0.000,0.000,1004.000,0.671
4:7:1:0:0,59.900,84.509,0.000,0.000,1004.000,0.671
4:7:2:0:0,59.000,88.414,0.000,0.000,1004.000,0.447
4:7:3:0:0,57.560,93.708,0.000,0.000,1003.000,0.447
4:7:4:0:0,56.300,99.351,0.000,0.000,1003.000,0.447
4:7:5:0:0,55.040,100.000,0.000,0.000,1003.000,0.447
4:7:6:0:0,54.320,100.000,0.000,0.000,1003.000,0.447
4:7:7:0:0,54.680,100.000,0.000,0.000,1003.000,0.447
4:7:8:0:0,54.500,100.000,0.000,0.000,1003.000,0.447
4:7:9:0:0,53.780,100.000,0.000,0.000,1003.000,0.447
4:7:10:0:0,54.140,98.046,0.000,0.000,1003.000,0.447
4:7:11:0:0,57.020,92.475,0.000,2.415,1004.000,0.447
4:7:12:0:0,60.800,88.498,3.530,11.241,1004.000,0.671
4:7:13:0:0,64.760,81.600,1.022,16.072,1004.000,0.895
4:7:14:0:0,68.540,71.139,7.246,27.406,1004.000,0.895
4:7:15:0:0,70.880,65.254,30.379,32.609,1003.000,0.895
4:7:16:0:0,71.600,64.091,19.603,38.741,1002.000,0.895
4:7:17:0:0,71.060,66.121,6.968,37.533,1002.000,0.895
4:7:18:0:0,69.620,71.250,6.503,35.117,1001.000,0.671
4:7:19:0:0,69.080,74.937,9.290,31.680,1001.000,0.671
4:7:20:0:0,68.540,77.811,9.662,24.712,1001.000,0.671
4:7:21:0:0,66.920,84.932,2.694,14.864,1001.000,0.447
4:7:22:0:0,64.220,95.680,0.000,6.317,1001.000,0.224
4:7:23:0:0,62.960,97.498,0.000,0.465,1001.000,0.224
4:8:0:0:0,60.260,100.000,0.000,0.000,1001.000,0.224
4:8:1:0:0,59.360,100.000,0.000,0.000,1001.000,0.224
4:8:2:0:0,59.000,100.000,0.000,0.000,1002.000,0.224
4:8:3:0:0,58.820,100.000,0.000,0.000,1002.000,0.224
4:8:4:0:0,58.460,100.000,0.000,0.000,1001.000,0.447
4:8:5:0:0,58.280,100.000,0.000,0.000,1001.000,0.671
4:8:6:0:0,58.280,98.717,0.000,0.000,1001.000,1.118
4:8:7:0:0,58.640,96.199,0.000,0.000,1001.000,0.895
4:8:8:0:0,58.460,96.821,0.000,0.000,1001.000,0.895
4:8:9:0:0,57.560,97.440,0.000,0.000,1001.000,0.671
4:8:10:0:0,56.840,96.799,0.000,0.000,1002.000,0.447
4:8:11:0:0,57.200,95.551,0.000,2.230,1003.000,0.224
4:8:12:0:0,57.920,95.565,0.000,7.432,1003.000,0.447
4:8:13:0:0,58.280,91.914,0.000,2.694,1004.000,0.671
4:8:14:0:0,58.820,83.889,0.557,17.837,1004.000,0.671
4:8:15:0:0,60.080,76.585,1.022,22.018,1003.000,0.447
4:8:16:0:0,61.700,71.360,3.623,33.166,1003.000,0.671
4:8:17:0:0,63.320,68.302,2.137,29.636,1002.000,0.671
4:8:18:0:0,64.040,68.382,2.044,27.871,1002.000,0.671
4:8:19:0:0,63.680,71.565,5.295,29.729,1002.000,0.671
4:8:20:0:0,62.420,77.295,1.301,19.045,1001.000,0.671
4:8:21:0:0,60.080,83.969,1.115,13.935,1001.000,0.671
4:8:22:0:0,57.200,91.278,0.000,0.836,1001.000,0.671
4:8:23:0:0,55.580,93.656,0.000,0.557,1001.000,0.447
4:9:0:0:0,53.060,98.037,0.000,0.000,1002.000,0.447
4:9:1:0:0,52.160,97.380,0.000,0.000,1003.000,0.447
4:9:2:0:0,51.440,97.372,0.000,0.000,1003.000,0.224
4:9:3:0:0,50.900,97.366,0.000,0.000,1003.000,0.224
4:9:4:0:0,50.360,98.014,0.000,0.000,1003.000,0.224
4:9:5:0:0,49.820,97.353,0.000,0.000,1002.000,0.224
4:9:6:0:0,49.460,97.349,0.000,0.000,1002.000,0.224
4:9:7:0:0,49.280,96.694,0.000,0.000,1002.000,0.224
4:9:8:0:0,49.100,96.691,0.000,0.000,1002.000,0.224
4:9:9:0:0,48.740,96.686,0.000,0.000,1002.000,0.447
4:9:10:0:0,48.560,96.032,0.000,0.000,1003.000,0.447
4:9:11:0:0,48.740,94.744,0.000,0.743,1003.000,0.671
4:9:12:0:0,49.640,92.239,0.000,1.208,1003.000,0.671
4:9:13:0:0,51.440,88.050,0.000,1.858,1004.000,0.671
4:9:14:0:0,53.600,82.991,6.782,27.592,1004.000,0.671
4:9:15:0:0,56.120,76.745,1.394,24.062,1004.000,0.671
4:9:16:0:0,59.000,71.554,0.000,10.498,1003.000,0.895
4:9:17:0:0,61.880,68.594,0.836,19.881,1003.000,0.895
4:9:18:0:0,63.860,67.913,2.323,29.172,1002.000,0.895
4:9:19:0:0,64.220,70.688,3.902,28.521,1002.000,0.895
4:9:20:0:0,62.780,77.325,0.000,14.586,1001.000,0.895
4:9:21:0:0,60.440,85.652,0.000,5.388,1001.000,0.895
4:9:22:0:0,57.920,93.109,0.000,3.066,1001.000,0.671
4:9:23:0:0,56.660,94.919,0.000,0.557,1002.000,0.671
4:10:0:0:0,54.680,97.408,0.000,0.000,1002.000,0.671
4:10:1:0:0,53.600,96.755,0.000,0.000,1002.000,0.671
4:10:2:0:0,52.520,96.740,0.000,0.000,1001.000,0.671
4:10:3:0:0,51.620,96.727,0.000,0.000,1001.000,0.447
4:10:4:0:0,50.900,96.072,0.000,0.000,1000.000,0.447
4:10:5:0:0,50.720,94.789,0.000,0.000,1000.000,0.447
4:10:6:0:0,50.720,94.789,0.000,0.000,999.000,0.447
4:10:7:0:0,51.800,94.813,0.000,0.000,998.000,0.447
4:10:8:0:0,52.700,98.034,0.000,0.000,997.000,0.447
4:10:9:0:0,53.060,100.000,0.000,0.000,996.000,0.447
4:10:10:0:0,53.960,99.344,0.000,0.000,996.000,0.447
4:10:11:0:0,56.660,93.684,0.000,3.252,996.000,0.447
4:10:12:0:0,60.080,91.974,0.000,7.246,996.000,0.671
4:10:13:0:0,64.040,86.963,1.579,17.187,995.000,0.895
4:10:14:0:0,68.900,80.351,3.530,25.363,994.000,1.342
4:10:15:0:0,72.500,75.248,2.137,27.221,994.000,1.566
4:10:16:0:0,74.660,71.313,7.804,37.904,993.000,1.566
4:10:17:0:0,76.280,67.989,18.674,40.320,992.000,1.790
4:10:18:0:0,76.820,66.781,0.279,14.772,991.000,1.566
4:10:19:0:0,75.740,69.656,25.084,31.773,991.000,1.342
4:10:20:0:0,73.580,76.294,35.303,22.204,992.000,1.118
4:10:21:0:0,71.420,82.064,38.926,13.564,992.000,0.895
4:10:22:0:0,68.360,88.287,0.000,2.323,993.000,0.895
4:10:23:0:0,66.200,85.976,0.000,0.743,993.000,0.671
4:11:0:0:0,61.160,90.247,0.000,0.000,995.000,0.671
4:11:1:0:0,58.280,87.803,0.000,0.000,996.000,0.447
4:11:2:0:0,55.760,87.677,0.000,0.000,997.000,0.447
4:11:3:0:0,53.780,88.755,0.000,0.000,997.000,0.447
4:11:4:0:0,51.980,91.086,0.000,0.000,997.000,0.447
4:11:5:0:0,50.360,92.886,0.000,0.000,997.000,0.447
4:11:6:0:0,48.920,92.215,0.000,0.000,997.000,0.447
4:11:7:0:0,48.020,91.559,0.000,0.000,997.000,0.447
4:11:8:0:0,46.760,92.143,0.000,0.000,998.000,0.671
4:11:9:0:0,45.680,91.475,0.000,0.000,998.000,0.671
4:11:10:0:0,46.940,85.436,0.000,0.000,999.000,0.671
4:11:11:0:0,51.080,76.292,21.925,4.274,1000.000,0.895
4:11:12:0:0,54.860,65.056,64.475,7.154,1001.000,1.118
4:11:13:0:0,57.200,53.494,76.924,8.733,1002.000,1.342
4:11:14:0:0,59.540,45.221,84.170,9.476,1002.000,1.118
4:11:15:0:0,61.700,39.862,87.422,10.034,1002.000,1.118
4:11:16:0:0,63.500,36.627,89.187,10.312,1002.000,1.118
4:11:17:0:0,64.580,34.771,89.373,10.498,1002.000,1.118
4:11:18:0:0,65.120,34.123,88.258,10.312,1002.000,1.118
4:11:19:0:0,64.760,35.048,85.564,9.848,1002.000,1.118
4:11:20:0:0,63.500,37.681,80.640,9.104,1003.000,0.895
4:11:21:0:0,60.800,44.162,72.186,7.711,1003.000,0.671
4:11:22:0:0,55.040,67.352,55.556,5.574,1004.000,0.447
4:11:23:0:0,51.080,80.590,14.586,1.672,1004.000,0.447
4:12:0:0:0,46.760,84.252,0.000,0.000,1005.000,0.447
4:12:1:0:0,45.320,84.159,0.000,0.000,1006.000,0.447
4:12:2:0:0,44.060,84.668,0.000,0.000,1006.000,0.447
4:12:3:0:0,42.800,85.787,0.000,0.000,1006.000,0.447
4:12:4:0:0,41.540,87.548,0.000,0.000,1007.000,0.447
4:12:5:0:0,40.640,88.122,0.000,0.000,1007.000,0.447
4:12:6:0:0,39.740,88.705,0.000,0.000,1007.000,0.447
4:12:7:0:0,39.200,88.679,0.000,0.000,1008.000,0.447
4:12:8:0:0,38.660,88.653,0.000,0.000,1008.000,0.671
4:12:9:0:0,38.480,86.144,0.000,0.000,1009.000,1.118
4:12:10:0:0,40.100,79.151,0.000,0.000,1009.000,0.895
4:12:11:0:0,44.960,73.611,38.833,4.181,1010.000,0.447
4:12:12:0:0,51.620,57.362,30.937,11.148,1010.000,0.447
4:12:13:0:0,57.200,45.492,75.995,8.733,1010.000,0.671
4:12:14:0:0,61.160,38.935,81.940,9.848,1010.000,0.671
4:12:15:0:0,64.040,36.197,85.564,10.591,1009.000,0.671
4:12:16:0:0,66.200,36.034,87.050,10.963,1009.000,0.671
4:12:17:0:0,67.820,36.549,86.771,10.963,1008.000,0.895
4:12:18:0:0,68.540,38.225,85.285,10.870,1007.000,0.895
4:12:19:0:0,68.540,40.675,81.755,10.591,1007.000,0.895
4:12:20:0:0,68.000,44.375,75.344,9.941,1006.000,0.895
4:12:21:0:0,65.840,52.225,65.775,8.547,1006.000,0.671
4:12:22:0:0,60.080,79.676,48.310,6.132,1007.000,0.447
4:12:23:0:0,56.120,85.970,11.334,1.672,1007.000,0.447
4:13:0:0:0,53.060,87.541,0.000,0.000,1007.000,0.447
4:13:1:0:0,52.700,87.522,0.000,0.000,1007.000,0.447
4:13:2:0:0,52.520,87.513,0.000,0.000,1007.000,0.447
4:13:3:0:0,51.800,89.864,0.000,0.000,1007.000,0.447
4:13:4:0:0,50.540,94.785,0.000,0.000,1007.000,0.447
4:13:5:0:0,49.100,100.000,0.000,0.000,1007.000,0.447
4:13:6:0:0,48.200,100.000,0.000,0.000,1007.000,0.447
4:13:7:0:0,47.840,100.000,0.000,0.000,1007.000,0.447
4:13:8:0:0,47.660,100.000,0.000,0.000,1007.000,0.447
4:13:9:0:0,47.660,100.000,0.000,0.000,1007.000,0.447
4:13:10:0:0,49.100,97.345,0.000,0.000,1008.000,0.447
4:13:11:0:0,52.700,87.522,26.199,5.110,1008.000,0.447
4:13:12:0:0,57.200,78.397,23.412,12.263,1008.000,0.895
4:13:13:0:0,62.240,70.946,47.288,15.608,1008.000,0.895
4:13:14:0:0,66.920,65.206,49.610,20.810,1008.000,1.118
4:13:15:0:0,70.880,59.209,76.459,13.657,1007.000,1.118
4:13:16:0:0,73.400,55.087,79.432,13.657,1006.000,1.118
4:13:17:0:0,74.840,52.834,38.926,34.281,1005.000,1.342
4:13:18:0:0,75.200,52.885,76.366,14.679,1004.000,1.342
4:13:19:0:0,74.480,55.238,52.955,22.483,1004.000,1.118
4:13:20:0:0,73.220,59.134,14.214,25.827,1003.000,1.118
4:13:21:0:0,71.240,66.141,25.734,16.165,1003.000,0.895
4:13:22:0:0,68.000,74.837,24.805,7.990,1003.000,0.671
4:13:23:0:0,65.840,78.591,0.000,1.486,1003.000,0.671
4:14:0:0:0,62.780,84.685,0.000,0.000,1004.000,0.447
4:14:1:0:0,62.060,85.744,0.000,0.000,1004.000,0.447
4:14:2:0:0,61.340,87.386,0.000,0.000,1003.000,0.447
4:14:3:0:0,60.260,91.387,0.000,0.000,1003.000,0.447
4:14:4:0:0,59.720,94.984,0.000,0.000,1003.000,0.447
4:14:5:0:0,59.540,96.836,0.000,0.000,1003.000,0.447
4:14:6:0:0,59.540,98.091,0.000,0.000,1002.000,0.447
4:14:7:0:0,59.900,98.094,0.000,0.000,1002.000,0.224
4:14:8:0:0,60.260,98.097,0.000,0.000,1002.000,0.224
4:14:9:0:0,60.260,99.362,0.000,0.000,1002.000,0.224
4:14:10:0:0,60.440,97.471,0.000,0.000,1002.000,0.224
4:14:11:0:0,61.520,95.631,0.000,2.230,1002.000,0.224
4:14:12:0:0,63.680,92.092,0.000,4.831,1002.000,0.447
4:14:13:0:0,66.200,89.309,0.000,2.323,1002.000,0.447
4:14:14:0:0,68.540,85.027,0.000,8.175,1002.000,0.447
4:14:15:0:0,69.800,81.953,0.650,18.116,1002.000,0.447
4:14:16:0:0,69.800,80.418,0.743,18.859,1001.000,0.671
4:14:17:0:0,68.180,82.884,0.279,14.400,1001.000,0.895
4:14:18:0:0,65.300,88.143,0.465,16.165,1001.000,1.118
4:14:19:0:0,61.880,92.033,0.186,15.236,1001.000,1.118
4:14:20:0:0,58.460,91.323,0.557,17.466,1001.000,1.118
4:14:21:0:0,55.400,87.659,0.000,3.809,1001.000,1.118
4:14:22:0:0,53.420,86.975,0.000,2.230,1002.000,0.895
4:14:23:0:0,52.520,86.927,0.000,0.836,1002.000,0.895
